"topic","date"," time","place","date published","article text","url"
"shooting","2023-07-01","14:30:00","{""FortWorth"", ""Texas"", ""UnitedStates""}","Fri 19 May 2023 05:59:42","Fort Worth police release SWAT shooting bodycam video  Police said the man came out of the home while armed with a handgun, and ""presented a deadly threat towards the officers.""","https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LmZveDRuZXdzLmNvbS92aWRlby8xMjIyNjcw0gEqaHR0cHM6Ly93d3cuZm94NG5ld3MuY29tL3ZpZGVvLzEyMjI2NzAuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-02-10","13:30:00","Not Discerned","Thu 18 May 2023 21:15:00","Download Now  The News-Gazette mobile app brings you the latest local breaking news, updates, and more. Read the News-Gazette on your mobile device just as it appears in print.    ","https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5uZXdzLWdhemV0dGUuY29tL25ld3MvbG9jYWwvY291cnRzLXBvbGljZS1maXJlL2RhbnZpbGxlLXBvbGljZS1pbnZlc3RpZ2F0aW5nLXdlZG5lc2RheS1uaWdodC1zaG9vdGluZy9hcnRpY2xlXzI5YjhiMDMyLTk1YzAtNWY3Ny04N2NkLWZkZjI0NDcwMWE1YS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-01","Not Discerned","{""Billings"", ""Montana"", ""UnitedStates""}","Thu 18 May 2023 16:50:44","Nikki Snell pleaded guilty to possession with intent to distribute methamphetamine and to prohibited person in possession of a firearm in federal court on May 17.  Snell was the second occupant of the vehicle in the March 7 pursuit that resulted in a suspect and office being shot.  The driver, Jacob Bradley, 37, ran after stopping the vehicle and an officer pursued on foot, according to the Great Falls Police Department.  Snell appears in federal court in connection with March 7 pursuit, shooting  Snell, 38, faces a mandatory minimum of five years to 40 years in prison, a $5 million fine and at least four years of supervised release on the drug crime and a maximum of 10 years in prison, a $250,000 fine and three years of supervised release on the firearm crime, according to the U.S. Attorney’s Office.  Chief U.S. District Judge Brian M. Morris presided.  The court will determine any sentence after considering the U.S. Sentencing Guidelines and other statutory factors.  Sentencing is set for Oct. 19 and Snell was detained pending further proceedings.  Law enforcement still investigating multiple recent shootings  In court documents, the government argues that in July 2022, the Russell Country Drug Task Force in Great Falls learned that Snell was trafficking meth in the community and either supplied other distributors or distributed it herself. In August 2022, agents twice obtained meth from Snell through another individual, according to court documents.  On March 7, Great Falls police officers attempted a traffic stop of a car from Billings, but the car fled.  GFPD releases name of officer shot in March 7 incident  Officers did not pursue but looked in the area for the vehicle and its occupants. Officers found the car and saw a man, later identified as the driver, Bradley, and Snell, the passenger, walking away from it.  Snell stopped and complied with the officers, while Bradley ran away while carrying a brown purse, according to court documents.  GFPD releases some details about March 7 shooting incident  Senior Police Officer Tanner Lee chased Bradley, who shot and wounded Lee, according to GFPD and court documents.  Officers on the scene performed tactical medical procedures and transported Lee to the hospital in a patrol car, according to GFPD.  Lee underwent surgery and has since returned to work at GFPD.  During the pursuit and shooting, Bradley dropped the purse, which officers recovered and found a 9mm semi-automatic handgun inside, according to court documents.  Updated: GFPD responding to “serious incident,” officer, suspect shot  Bradley allegedly fled the area and was confronted by another GFPD officer within a block, where several shots were fired and the suspect was shot in the head and his injuries are critical, according to GFPD. He was transported to the hospital by ambulance.  County Attorney Josh Racki said he’ll soon be filing charges against Bradley related to the March 7 incident.  The handgun was a different firearm from the one used in the shooting. Snell admitted that the recovered purse was hers and that she knew it contained the handgun, according to court documents.  Snell has a prior federal felony conviction for assault and was prohibited from possessing firearms.  Assistant U.S. Attorney Jessica A. Betley is prosecuting the case. The Bureau of Alcohol, Tobacco, Firearms and Explosives, Homeland Security Investigations, Montana Division of Criminal Investigation and Great Falls Police Department conducted the investigation.  This case is part of Project Safe Neighborhoods, a program bringing together all levels of law enforcement and the communities they serve to reduce violent crime and gun violence, and make neighborhoods safer.  On May 26, 2021, the Department launched a violent crime reduction strategy strengthening PSN based on these core principles: fostering trust and legitimacy in our communities, supporting community-based organizations that help prevent violence from occurring in the first place, setting focused and strategic enforcement priorities, and measuring the results, according to the U.S. Attorney’s Office.  Share this: Twitter  Facebook  ","https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vdGhlZWxlY3RyaWNnZi5jb20vMjAyMy8wNS8xOC9zbmVsbC1wbGVhZHMtZ3VpbHR5LXRvLWNoYW5nZXMtZnJvbS1tYXJjaC03LXB1cnN1aXQtc2hvb3Rpbmcv0gFmaHR0cHM6Ly90aGVlbGVjdHJpY2dmLmNvbS8yMDIzLzA1LzE4L3NuZWxsLXBsZWFkcy1ndWlsdHktdG8tY2hhbmdlcy1mcm9tLW1hcmNoLTctcHVyc3VpdC1zaG9vdGluZy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-01","Not Discerned","{""Philadelphia"", ""Pennsylvania"", ""UnitedStates""}","Fri 19 May 2023 01:01:37","Philadelphia police are searching for the suspect who opened fire on a father who was standing with his baby boy.  Video shows gunman shooting father in front of baby boy in Philadelphia  PHILADELPHIA (WPVI) -- Philadelphia police are searching for the suspect who opened fire on a father who was standing with his baby boy.  It happened on May 12 on the 3700 block of Germantown Avenue.  Police say the 32-year-old father and another man exchanged words before he was shot four times in the leg.  Video released by police shows the gunman opening fire in front of the infant.  The father was taken to an area hospital and listed in critical condition.  Anyone with information on the suspect is asked to call police at 215-686-TIPS.","https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vNmFiYy5jb20vcGhpbGFkZWxwaGlhLXNob290aW5nLWdlcm1hbnRvd24tYXZlLWZhdGhlci1zaG90LXBoaWxseS1wb2xpY2UvMTMyNjcwOTEv0gFdaHR0cHM6Ly82YWJjLmNvbS9hbXAvcGhpbGFkZWxwaGlhLXNob290aW5nLWdlcm1hbnRvd24tYXZlLWZhdGhlci1zaG90LXBoaWxseS1wb2xpY2UvMTMyNjcwOTEv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2016-07-12","Not Discerned","Not Discerned","Thu 18 May 2023 15:35:31","A Lansford man faces multiple charges after shots rang out Wednesday night in the borough.  Elijah X. Lopez, 20, of East Front Street in Lansford, is jailed in the county prison without bail after the incident in the unit block of East Water Street.  Lopez was arraigned by District Judge Casimir Kosiolek Thursday on charges of terroristic threats, reckless endangerment, simple assault, aggravated assault and criminal conspiracy.  Lansford police responded to a report of a shooting on E. Water St., in which the caller said Reality and Elijah Lopez came to her home and fired a handgun about five times, court papers said.  The victim reported no one was injured, but the two men ran off, possibly in the direction of the family dollar.  Police began to search in that area, finding two men fitting the description of those involved in the shooting in the 500 block of East Abbott Street, heading east, court papers said.  The men ran as police approached, turning onto Leisenring Street and then onto the 600-block of East Kline Avenue. Police lost sight of the men, as they cut through a yard.  One of the men, who was wearing all black, ran toward the officer, while the other ran south through yards toward Abbott Street, court papers said.  The officer ordered the man wearing black, later identified as Elijah Lopez, to stop and get down on the ground. Elijah Lopez reached into his pocket, and was then ordered to remove his hand from the pocket and get onto the ground, court papers said.  Elijah Lopez pulled his hand out of his pocket and had a small black item in his hand, which he threw onto the ground, court papers said. Elijah Lopez walked a few steps away and got onto the ground. He was taken into custody without further incident.  The item that he dropped to the ground was a Solofish weapon-mounted light with a green laser attachment, court paper said.  A county detective spoke to the victim, who said the men came to her front door around 6:30 p.m., and she heard arguing outside.  She saw her boyfriend getting in between the men, and the other man pulled out a small handgun and pointed it at her, court papers said.  She said Reality Lopez told her to turn around, and she ducked and ran into the house. She then heard the first gunshot, followed by a few more gunshots, court papers said.  Police were still searching for 22-year-old Reality Lopez as of press time.  Police collected eight empty, 9 mm Luger shell casing from the scene.  Police search for suspects Wednesday night after shots were fired in Lansford. COPYRIGHT LARRY NEFF/SPECIAL TO THE TIMES NEWS  Police take Elijah Lopez into custody Wednesday night in Lansford. COPYRIGHT LARRY NEFF/SPECIAL TO THE TIMES NEWS","https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnRub25saW5lLmNvbS8yMDIzMDUxOC9sYW5zZm9yZC1tYW4tY2hhcmdlZC1pbi1zaG9vdGluZy0yL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-18","12:45:00","{""York"", ""York"", ""UnitedKingdom""}","Thu 18 May 2023 18:25:04","UPDATE (WKOW) — The man suspected of firing a weapon at a family member in the town of York is in custody.  The sheriff's office issued a Green Alert for the suspect Thursday morning, identifying him as Paul Anderson, 35. An updated alert sent out around 12:45 p.m. reported Anderson was found safe.  Sheriff Jeff Skatrud said Anderson surrendered to authorities after a four-hour negotiation over the phone. He said Green County Veterans Service personnel were ""instrumental"" in getting Anderson to communicate with detectives.  Initial information leads Skatrud to believe Anderson spent the night outside near his home. It does not appear he was hurt.  Anderson's now on the way to the Green County Jail.  Skatrud said Anderson faces several tentative charges, including first-degree recklessly endangering safety, intentionally pointing a firearm and disorderly conduct while armed.  Deputies executing a search warrant found a long gun and spent shell casings outside of Anderson's home.  A shelter-in-place order was lifted early Thursday morning while deputies continued to search for Anderson. The Green County Sheriff's Office put the precaution into place Wednesday night.  Sheriff Jeff Skatrud said deputies worked through the night searching, processing evidence and interviewing people.  As of Thursday at 7 a.m., authorities believed the incident was isolated, domestic and related to alcohol. There was longer a threat to the public, according to Skatrud.  Those who live in the area can resume normal activities.  UPDATE (WKOW) -- The Green County Sheriff's Office said the suspect in a police search in the town of York has still not been located.  In an updated news release Thursday, Sheriff Jeff Skatrud said despite an hours-long police search, including the use of several drones, they have not found the armed suspect who allegedly fired a weapon at a family member.  The original incident was reported Wednesday evening at a home on Hay Hollow Road.  The sheriff said law enforcement will remain in the area, and a search will resume early Thursday morning.  A shelter-in-place was in effect for residents in the immediate area. Residents should call 911 if they hear or see anything unusual.  TOWN OF YORK, Wis. (WKOW) -- The Green County Sheriff's Office is asking people who live in the town of York to shelter in place as deputies search for an armed suspect.  Sheriff Jeff Skatrud says the Sheriff's Office received a call about a man who had allegedly fired a weapon at a family member at a home on Hay Hollow Road. Skatrud says this happened during an apparent domestic dispute.  The sheriff says no one was hurt.  Sheriff Skatrud says the 35-year-old suspect ran off into a wooded area in the vicinity of Hay Hollow and York Center Roads. He says officers believe the suspect is armed with a long gun. He says deputies and other area law enforcement agencies set up a perimeter and plan to search the area. Skatrud says deputies believe they did hear shots being fired in this area.  Skatrud is asking people who live in the area of Hay Hollow Road, Badger Road and York Center Road to stay inside and lock their homes. He says there will be a heavy law enforcement presence in that area. The sheriff says people should avoid this area.","https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy53a293LmNvbS9uZXdzL3Rvd24tb2YteW9yay1zaG9vdGluZy1zdXNwZWN0LXN1cnJlbmRlcmVkLWFmdGVyLWZvdXItaG91ci1waG9uZS1uZWdvdGlhdGlvbi9hcnRpY2xlX2U4ZDIyYWFjLWY1MjQtMTFlZC04NjhhLTA3MzY1ODI0NTVmOC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-09-01","Not Discerned","{""NewYork"", ""NewYork"", ""UnitedStates""}","Thu 18 May 2023 21:03:00","PILLAR POINT, New York (WWNY) - Tuesday’s shooting on Pillar Point is weighing heavily on the minds of neighbors and police who were there.  The sirens on Tuesday night reminded resident Richard Dodge of the sirens from a Pillar Point shootout in 1987, which cost the life of Dexter Police Chief Samuel Johnson.  “For a second time in ‘x’ number of years, I’ve slept with a loaded gun next to my bed,” said Dodge.  He says on Tuesday night when he heard about a man firing shots at officers and a house up in flames, it gave him a familiar feeling from 36 years ago.  In September of 1987, Chief Johnson responded to Pillar Point after reports that shots were fired. One man was already dead. The shooter, Stuart Moss, then gunned down Chief Johnson in an ambush.  “I had to go through three roadblocks. And two people are killed, and I have to load up a hunting rifle in order to protect myself and my family. You know, you don’t sleep really good,” said Dodge.  Flash forward to this Tuesday when shots were fired at officers, allegedly by Nathan Krump, and his house went up in flames. No lives were lost.  Jefferson County Sheriff Pete Barnett says officers are trained to stay focused and alert at active crime scenes. Meanwhile, after an incident like this, counseling is available for officers.  “A lot of people in the general public think that we have this body armor on with the uniform and that we can handle anything. I’ll tell you what, we have hearts, big hearts, and we have emotions and we have a lot of caring for everyone in our community,” said Barnett.  Barnett says it’s important to create a safe space for officers to clear their minds, especially in this case, where officers said in written statements that they could hear the bullets whizzing overhead.  “It’s very harrowing, very traumatic,” he said.  Barnett says he’s proud of all the deputies, officers and state troopers on the scene that night “because if that call came in again today, we would do it all over again.”  Krump was charged with attempted murder. The investigation is ongoing.  Copyright 2023 WWNY. All rights reserved.","https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3Lnd3bnl0di5jb20vMjAyMy8wNS8xOC90dWVzZGF5cy1waWxsYXItcG9pbnQtc2hvb3RpbmctcmVtaW5kcy1uZWlnaGJvci0xOTg3LWtpbGxpbmdzL9IBb2h0dHBzOi8vd3d3Lnd3bnl0di5jb20vMjAyMy8wNS8xOC90dWVzZGF5cy1waWxsYXItcG9pbnQtc2hvb3RpbmctcmVtaW5kcy1uZWlnaGJvci0xOTg3LWtpbGxpbmdzLz9vdXRwdXRUeXBlPWFtcA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-01","13:15:00","{""Hollister"", ""California"", ""UnitedStates""}","Thu 18 May 2023 21:04:49","A report of an active shooter at Hollister High School was unfounded Thursday afternoon, police said.  The Hollister Police Department sent out a press release at 12:58pm May 18, stating that officers responded to the campus to investigate an “apparent false active shooter alert.” Police have not found any evidence that a shooting had taken place at Hollister High School.  Authorities later said the Hollister High School campus was “placed on lockdown for a short period of time.”  “Hollister High students and staff are safe and the Hollister Police Department is currently on scene,” said a follow-up press release from Hollister PD at 1:10pm.  The release did not offer additional details about the false report or investigators’ findings.","https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vc2FuYmVuaXRvLmNvbS9wb2xpY2UtaW52ZXN0aWdhdGUtZmFsc2Utc2hvb3RpbmctcmVwb3J0LWF0LWhvbGxpc3Rlci1oaWdoL9IBV2h0dHBzOi8vc2FuYmVuaXRvLmNvbS9wb2xpY2UtaW52ZXN0aWdhdGUtZmFsc2Utc2hvb3RpbmctcmVwb3J0LWF0LWhvbGxpc3Rlci1oaWdoLz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-18","Not Discerned","Not Discerned","Thu 18 May 2023 20:42:32","OAKLAND — A 37-year-old man was shot Thursday morning at a homeless camp in East Oakland, authorities said.  The man was in stable condition at a hospital where he was being treated for a leg wound.  The shooting happened about 8:13 a.m. Thursday at a camp in the 3700 block of East 8th Street.  Police did not immediately say if the man shot lived at the camp or was visiting someone there.  He apparently got into a dispute of some kind with another man at the camp and was shot, authorities said. The shooter fled before police got to the camp.  Police and Crime Stoppers of Oakland are offering up to $5,000 in reward money for information leading to the arrest of the shooter. Anyone with information may call police at 510-238-3426 or Crime Stoppers at 510-777-8572.","https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lm1lcmN1cnluZXdzLmNvbS8yMDIzLzA1LzE4L2hvbWVsZXNzLWNhbXAtc2hvb3RpbmctaW4tb2FrbGFuZC1sZWF2ZXMtbWFuLXdvdW5kZWTSAWBodHRwczovL3d3dy5tZXJjdXJ5bmV3cy5jb20vMjAyMy8wNS8xOC9ob21lbGVzcy1jYW1wLXNob290aW5nLWluLW9ha2xhbmQtbGVhdmVzLW1hbi13b3VuZGVkL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-04-01","Not Discerned","{""York"", ""York"", ""UnitedKingdom""}","Thu 18 May 2023 11:00:09","Springettsbury Township Police are investigating a shooting early Thursday morning that left one man wounded.  Officers were called to the Syncreon parking lot in the 600 block of Memory Lane around 2:15 a.m. Police said it was there they found a man with a gunshot wound to the groin.  The man was transported to a local hospital for treatment.  MORE:Tractor-trailer fire closes Route 30 for several hours in York County  MORE:Did Shrewsbury's mayor err in praising a group of candidates in the borough newsletter?  More:Springettsbury Township man facing child porn charges  The investigation thus far, police said, showed that it appears to have been an isolated incident and that there is no threat to the public. Investigators are still working to identify a suspect.","https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnlvcmtkaXNwYXRjaC5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDIzLzA1LzE4L3NwcmluZ2V0dHNidXJ5LXRvd25zaGlwLXNob290aW5nLWxlYXZlcy1vbmUtbWFuLXdvdW5kZWQvNzAyMzI0NDcwMDcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-02-01","Not Discerned","{""Newtown"", ""Connecticut"", ""UnitedStates""}","Fri 19 May 2023 02:08:39","The case is now in the hands of the Commonwealth's Attorney.","https://news.google.com/rss/articles/CBMipgFodHRwczovL3d3dy53ZHJiLmNvbS9uZXdzL3NoaXZlbHktcG9saWNlLWNvbXBsZXRlLWFuaW1hbC1jbGluaWMtc2hvb3RpbmctaW52ZXN0aWdhdGlvbi1jaGFyZ2VzLW5vdy11cC10by1wcm9zZWN1dG9ycy9hcnRpY2xlXzFhZDBmZTdjLWY1ZGMtMTFlZC1hZTRhLTdiNjFkODYyZWRhMC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2019-08-03","Not Discerned","{""ElPaso"", ""Texas"", ""UnitedStates""}","Thu 18 May 2023 11:13:51","The El Paso police SWAT team on Tuesday arrested a young man accused of shooting and wounding an off-duty U.S. Border Patrol agent outside an East Side taco restaurant over the weekend.  Brandon Jacob Perez, 17, allegedly shot Agent Matthew Ross, who was attempting to disarm Perez, who was wielding a pistol after getting into a fight with other customers early Saturday at Taqueria El Cometa on Viscount Boulevard next to Interstate 10, authorities said.  The Special Weapons and Tactics team arrested Perez on a charge of aggravated assault with a deadly weapon following an investigation by detectives with the Crimes Against Persons Unit, police officials said Wednesday.  Perez is a senior at Pebble Hills High School with no prior criminal record, court officials said at Thursday morning online teleconference bond hearing for Perez.  A jail log shows Perez, of far East El Paso, is incarcerated at the El Paso County Jail in Downtown.  At Thursday's hearing, Magistrate Judge Ruben Nuñez reduced the bond amount from $150,000 to $100,000 (made up of a $50,000 cash or surety bond and $50,000 personal recognizance). The bond terms include no drugs; no alcohol; no firearms, weapons or ammunition; and a daily curfew of 8 p.m. to 6 a.m., unless working or going to school.  Crime:Teens, guns and mental health: Juvenile crime in El Paso getting more violent  Under Texas law, defendants 17 years and older are considered adults in the state criminal justice system.  The shooting outside El Cometa is among a surge in gun violence in El Paso and other cities involving teenagers following the COVID-19 pandemic.  Wounded Border Patrol agent on 'road to recovery'  Ross, 38, of El Paso, was hospitalized in stable condition with a gunshot wound to the upper left chest that punctured a lung and broke a rib, according to a GoFundMe online fundraising page created to help him with support and expenses.  About 2:45 a.m. Saturday, Ross was in line after just arriving at the popular late-night restaurant when some customers got into an argument and then a fight. One of the men arguing left but returned a short time later, standing outside a window while holding a pistol, according to the fundraising page and a prosecutor.  In an attempt to prevent a shooting in the busy restaurant, Ross — who was not in uniform — rushed outside and tried to wrestle Perez from behind. During the scuffle, Ross was shot, the fundraiser states. The shooter fled the scene.  The scuffle was recorded by a bystander's cellphone video shared on social media.  Witnesses who accompanied Perez at the restaurant told detectives that he went to confront somebody about cheating before the shooting, Assistant District Attorney Adam Loving said at the bond hearing.  The driver of a car later stopped by police told investigators that Perez came running to the vehicle and told him, ""Let’s go."" The gun was thrown out a car window as they drove away, Loving said.  Ross is a member of the Border Patrol Search, Trauma and Rescue, a specially-trained special operations unit better known as BORSTAR, according to the fundraising page.  Homicides 2023:El Paso driver's shooting death in Northeast still under investigation  The fundraising page had collected nearly $19,000 in donations by Thursday morning, surpassing its $10,000 goal. The fundraiser states that Ross is ""in overall good spirits"" but will have ""a road to recovery.""","https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy5lbHBhc290aW1lcy5jb20vc3RvcnkvbmV3cy9jcmltZS8yMDIzLzA1LzE3L2VsLXBhc28tdGVlbi1hcnJlc3QtYm9yZGVyLXBhdHJvbC1hZ2VudC1tYXR0aGV3LXJvc3Mtc2hvb3RpbmctYXQtZWwtY29tZXRhLXJlc3RhdXJhbnQvNzAyMjk1MTUwMDcv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2022-06-12","Not Discerned","{""Philadelphia"", ""Pennsylvania"", ""UnitedStates""}","Thu 18 May 2023 14:03:00","PHILADELPHIA (CBS) -- An arrest has been made in a June 2022 shooting that happened outside a hookah lounge in Kensington. During a press conference Thursday morning, Philadelphia police and members of the District Attorney's Office announced that 22-year-old Joel Martinez, of Camden, was arrested Tuesday in connection to this shooting.  Martinez is accused of firing shots as three people were leaving the nightclub on June 12.  According to investigators, Martinez ""uttered a derogatory word"" at one of the victims, which resulted in an argument and led to Martinez firing at least six shots.  Two of the victims were struck by gunfire and a third was pistol-whipped, resulting in serious injury. All of the victims survived.  Police say the victim beaten was transgender and they were investigating the shooting as a hate crime after learning the slurs were aimed at the victim before the beating took place.  Martinez has been charged with attempted murder, aggravated assault, simple assault, conspiracy, violation of the Uniform Firearms Act, possessing an instrument of a crime, and three counts of recklessly endangering another person.  He is being held on a $3 million bail.  Martinez has a 2019 manslaughter conviction in New Jersey. He was on probation at the time of the shooting in Kensington.","https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmNic25ld3MuY29tL3BoaWxhZGVscGhpYS9uZXdzL2pvZWwtbWFydGluZXotYXJyZXN0LTIwMjIta2Vuc2luZ3Rvbi1uaWdodGNsdWItc2hvb3Rpbmcv0gFmaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL3BoaWxhZGVscGhpYS9uZXdzL2pvZWwtbWFydGluZXotYXJyZXN0LTIwMjIta2Vuc2luZ3Rvbi1uaWdodGNsdWItc2hvb3Rpbmcv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-08-01","00:15:00","Not Discerned","Thu 18 May 2023 19:17:21","Authorities are investigating a shooting in Lauderdale Lakes that left a woman dead early Thursday.  The shooting happened around 12:15 a.m. in the 2700 block of Somerset Drive.  Broward Sheriff's Office officials said deputies and fire rescue workers responded to reports of a shooting and found the woman suffering from a gunshot wound.  The woman was taken to a nearby hospital where she died from her injuries. Her identity wasn't released.  Get South Florida local news, weather forecasts and entertainment stories to your inbox. Sign up for NBC South Florida newsletters.  Detectives are investigating the circumstances surrounding the shooting. Officials haven't released any information about a possible suspect.  Check back with NBC6 for updates.","https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL3dvbWFuLWtpbGxlZC1pbi1zaG9vdGluZy1pbi1sYXVkZXJkYWxlLWxha2VzLWJzby8zMDM2OTc4L9IBY2h0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL3dvbWFuLWtpbGxlZC1pbi1zaG9vdGluZy1pbi1sYXVkZXJkYWxlLWxha2VzLWJzby8zMDM2OTc4Lz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-16","Not Discerned","{""PalmSprings"", ""California"", ""UnitedStates""}","Fri 19 May 2023 05:47:53","Two days after a man was shot and killed north of Palm Springs, the Riverside County Sheriff's Department released his identity Thursday and announced investigators have arrested two suspects.  Jeremy M. Abshear, 48, a resident of North Palm Springs, is the victim. The two men arrested were identified as Cody Barneck, 33, and Mark Barneck, 66, both also of North Palm Springs. (The sheriff's department didn't say whether or how the two suspects are related.)  On Tuesday, deputies got a report of a shooting just after 5 a.m. in the 64-000 block of 16th Avenue and found Abshear upon arrival, according to a department press release. Paramedics tried to save him, but he was pronounced dead at the scene.  The sheriff's department didn't announce the killing until Wednesday morning, more than 24 hours after it happened.  The area where the man died is north of Interstate 10 near many windmills and just south of the Sentinel Energy Center power station. There department didn't describe in detail where he was found.  Both Mark and Cody Barneck were being held Thursday night on suspicion of murder and were scheduled to appear in court Friday morning.","https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5kZXNlcnRzdW4uY29tL3N0b3J5L25ld3MvY3JpbWVfY291cnRzLzIwMjMvMDUvMTgvaG9taWNpZGUtbm9ydGgtcGFsbS1zcHJpbmdzLWFycmVzdC1qZXJlbXktYWJzaGVhci1jb2R5LW1hcmstYmFybmVjay1tdXJkZXItamFpbC1yaXZlcnNpZGUtc2hlcmlmZi83MDIzNDY0ODAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","1963-09-25","Not Discerned","{""Birmingham"", ""Alabama"", ""UnitedStates""}","Fri 19 May 2023 01:14:00","State Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware Florida Georgia Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Ohio Oklahoma Oregon Pennsylvania Rhode Island South Carolina South Dakota Tennessee Texas Utah Vermont Virginia Washington Washington D.C. West Virginia Wisconsin Wyoming Puerto Rico US Virgin Islands Armed Forces Americas Armed Forces Pacific Armed Forces Europe Northern Mariana Islands Marshall Islands American Samoa Federated States of Micronesia Guam Palau Alberta, Canada British Columbia, Canada Manitoba, Canada New Brunswick, Canada Newfoundland, Canada Nova Scotia, Canada Northwest Territories, Canada Nunavut, Canada Ontario, Canada Prince Edward Island, Canada Quebec, Canada Saskatchewan, Canada Yukon Territory, Canada  Zip Code","https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmhlcmFsZGFuZG5ld3MuY29tL25ld3Mvc2hvb3Rpbmctc3VzcGVjdC1hcnJlc3RlZC1pbi1rbGFtYXRoLWZhbGxzL2FydGljbGVfNzk2YjQ1ZDYtZjVlMi0xMWVkLTg4NmYtZTczNmJkYjhiMDI1Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-07-01","10:00:00","Not Discerned","Thu 18 May 2023 21:12:23","A parking lot ATM outside a shopping center near one of Philadelphia's busiest roadways has become the site of a recent stretch of violent crimes that may have been carried out by the same group.  The Bank of America ATM tucked in the corner of Roosevelt Plaza Shopping Center is where police say a 53-year-old man was shot twice Wednesday night while using the machine.  Police found the victim - who has not been pubically identified - laying next to his car and rushed him to Jefferson-Torresdale Hospital where he was admitted in critical condition.  Investigators believe the man, who police say lives nearby the shopping center, was trying to use the ATM when someone shot him. No update on his condition was provided on Thursday.  MORE LOCAL HEADLINES  The shooting was a culmination of a spate of violence that has happened at the ATM within the week that has left people who live and work near the shopping center ""scared to death.""  Hours before the shooting, police responded to the shopping center parking lot after a man who was using the ATM was carjacked at gunpoint by someone who got out of a suspected stolen car.  A parking lot ATM has been the site of a recent spate of violence, including a shooting a two carjackings.  Police say last Friday a 20-year-old man who was using the ATM to deposit a check to use for rent was assaulted, robbed and carjacked by two men in ski masks.  ""These people, we believe, are the same who did all three, and as you can see they escalated; we went from a hit on the head to somebody being shot fighting for their life at the hospital, Philadelphia Police Department Captain James Kearney said.","https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmZveDI5LmNvbS9uZXdzL3Nob290aW5nLTItY2FyamFja2luZ3MtaGFwcGVuZWQtYXQtcGhpbGFkZWxwaGlhLXNob3BwaW5nLWNlbnRlci1hdG0td2l0aGluLWEtd2Vlay1pbS1zY2FyZWQtdG8tZGVhdGjSAYMBaHR0cHM6Ly93d3cuZm94MjkuY29tL25ld3Mvc2hvb3RpbmctMi1jYXJqYWNraW5ncy1oYXBwZW5lZC1hdC1waGlsYWRlbHBoaWEtc2hvcHBpbmctY2VudGVyLWF0bS13aXRoaW4tYS13ZWVrLWltLXNjYXJlZC10by1kZWF0aC5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en"
